NAMESPACE     LAST SEEN   TYPE      REASON             OBJECT                                                         MESSAGE
monitoring    53m         Normal    SuccessfulCreate   replicaset/prometheus-kube-state-metrics-7cdf9894f9            Created pod: prometheus-kube-state-metrics-7cdf9894f9-d4njt
monitoring    53m         Normal    Killing            pod/prometheus-prometheus-node-exporter-7w79c                  Stopping container node-exporter
monitoring    53m         Normal    Started            pod/prometheus-prometheus-node-exporter-jqb47                  Started container node-exporter
monitoring    53m         Normal    Pulled             pod/prometheus-prometheus-node-exporter-jqb47                  Container image "quay.io/prometheus/node-exporter:v1.8.0" already present on machine
monitoring    53m         Normal    Created            pod/prometheus-prometheus-node-exporter-jqb47                  Created container: node-exporter
monitoring    53m         Normal    Scheduled          pod/prometheus-prometheus-kube-prometheus-prometheus-0         Successfully assigned monitoring/prometheus-prometheus-kube-prometheus-prometheus-0 to ip-10-0-10-206.ap-southeast-1.compute.internal
monitoring    53m         Normal    Pulling            pod/prometheus-prometheus-kube-prometheus-prometheus-0         Pulling image "quay.io/prometheus-operator/prometheus-config-reloader:v0.74.0"
monitoring    53m         Normal    Started            pod/prometheus-prometheus-node-exporter-brrgj                  Started container node-exporter
monitoring    53m         Normal    Pulled             pod/prometheus-prometheus-node-exporter-zfptq                  Container image "quay.io/prometheus/node-exporter:v1.8.0" already present on machine
monitoring    53m         Normal    Created            pod/prometheus-prometheus-node-exporter-zfptq                  Created container: node-exporter
monitoring    53m         Normal    Started            pod/prometheus-prometheus-node-exporter-zfptq                  Started container node-exporter
monitoring    53m         Normal    SuccessfulCreate   statefulset/prometheus-prometheus-kube-prometheus-prometheus   create Pod prometheus-prometheus-kube-prometheus-prometheus-0 in StatefulSet prometheus-prometheus-kube-prometheus-prometheus successful
monitoring    53m         Normal    Started            pod/prometheus-kube-state-metrics-7cdf9894f9-d4njt             Started container kube-state-metrics
monitoring    53m         Normal    Created            pod/prometheus-kube-state-metrics-7cdf9894f9-d4njt             Created container: kube-state-metrics
monitoring    53m         Normal    Pulled             pod/prometheus-kube-state-metrics-7cdf9894f9-d4njt             Successfully pulled image "registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.12.0" in 1.958s (1.958s including waiting). Image size: 13702190 bytes.
monitoring    52m         Normal    Pulled             pod/prometheus-kube-prometheus-operator-5bd97f6986-svtqm       Successfully pulled image "quay.io/prometheus-operator/prometheus-operator:v0.74.0" in 4.936s (4.936s including waiting). Image size: 17110567 bytes.
monitoring    52m         Normal    Created            pod/prometheus-kube-prometheus-operator-5bd97f6986-svtqm       Created container: kube-prometheus-stack
monitoring    52m         Normal    Pulled             pod/prometheus-grafana-5875d7786f-w2bdb                        Successfully pulled image "quay.io/kiwigrid/k8s-sidecar:1.26.1" in 5.124s (5.124s including waiting). Image size: 23978952 bytes.
monitoring    52m         Normal    Created            pod/prometheus-grafana-5875d7786f-w2bdb                        Created container: grafana-sc-dashboard
monitoring    52m         Normal    Pulled             pod/prometheus-prometheus-kube-prometheus-prometheus-0         Successfully pulled image "quay.io/prometheus-operator/prometheus-config-reloader:v0.74.0" in 4.335s (4.335s including waiting). Image size: 14015494 bytes.
